OffspringID1,OffspringID2,Probability
L3412,L3608,0.005
L3412,L3940,0.024
L3412,L3944,0.997
L3412,L4921,0.001
L3412,L5036,0.001
L3412,L5063,0.106
L3412,L5092,0.285
L3425,L3553,0.035
L3425,L3586,0.994
L3425,L3773,0.094
L3425,L3861,0.002
L3425,L3944,0.272
L3425,L4008,0.256
L3425,L4418,0.936
L3425,L4921,0.999
L3425,L4966,0.001
L3425,L5048,0.992
L3425,L5246,0.048
L3425,L5453,0.179
L3425,L5588,0.668
L3430,L3586,0.004
L3430,L3607,0.995
L3430,L3629,0.002
L3430,L3861,0.871
L3430,L3940,0.045
L3430,L3984,0.997
L3430,L4889,0.003
L3430,L4923,0.132
L3430,L4979,0.009
L3430,L5037,0.003
L3430,L5047,0.003
L3430,L5062,0.003
L3430,L5064,0.995
L3430,L5174,0.059
L3430,L5227,0.997
L3430,L5230,0.003
L3430,L5238,0.006
L3430,L5244,0.754
L3430,L5253,0.003
L3430,L5261,0.017
L3430,L5276,0.089
L3430,L5281,0.003
L3430,L5390,0.947
L3430,L5400,0.003
L3430,L5464,0.003
L3430,L5469,0.003
L3430,L5483,0.997
L3434,L3553,0.996
L3434,L4008,0.003
L3434,L4921,0.955
L3434,L4979,0.002
L3434,L5014,0.014
L3553,L3607,0.059
L3553,L3702,0.027
L3553,L3845,0.004
L3553,L3940,0.942
L3553,L4053,0.067
L3553,L4451,0.059
L3553,L4889,0.006
L3553,L4937,0.003
L3553,L4951,0.998
L3553,L4979,0.003
L3553,L5024,0.999
L3553,L5037,0.002
L3553,L5177,0.973
L3553,L5230,0.927
L3553,L5238,0.150
L3553,L5281,0.571
L3553,L5300,0.482
L3553,L5400,0.004
L3586,L3944,0.222
L3586,L3984,0.947
L3586,L5064,0.012
L3586,L5227,0.009
L3586,L5244,0.425
L3586,L5390,0.991
L3607,L3700,0.008
L3607,L3773,0.158
L3607,L3845,0.021
L3607,L5047,0.005
L3607,L5092,0.003
L3607,L5230,0.997
L3607,L5236,0.140
L3607,L5261,0.049
L3607,L5263,0.291
L3607,L5273,0.002
L3607,L5281,0.029
L3607,L5400,0.005
L3607,L5593,0.697
L3608,L3629,0.235
L3608,L3773,0.001
L3608,L3861,0.036
L3608,L3944,0.696
L3608,L5024,0.006
L3608,L5062,0.008
L3608,L5238,0.021
L3608,L5263,0.426
L3608,L5281,0.009
L3608,L5300,0.647
L3608,L5400,0.002
L3608,L5593,0.003
L3629,L3861,0.232
L3629,L3940,0.048
L3629,L4899,0.317
L3629,L4972,0.043
L3629,L5174,0.068
L3629,L5238,0.299
L3629,L5407,0.062
L3629,L5414,0.307
L3700,L3702,0.983
L3700,L3944,0.010
L3700,L4921,0.018
L3700,L5045,0.009
L3700,L5063,0.022
L3700,L5219,0.065
L3700,L5230,1.000
L3700,L5246,0.010
L3700,L5588,0.006
L3702,L4441,0.006
L3702,L4951,0.002
L3702,L4991,1.000
L3702,L5070,0.773
L3702,L5219,0.045
L3702,L5281,0.005
L3702,L5393,0.008
L3702,L5476,0.001
L3702,L5588,0.195
L3773,L3940,0.048
L3773,L3984,0.668
L3773,L4008,0.066
L3773,L4053,0.130
L3773,L4418,0.317
L3773,L4425,0.995
L3773,L4451,0.001
L3773,L4923,0.021
L3773,L4937,0.468
L3773,L4951,0.314
L3773,L4966,0.579
L3773,L4972,0.030
L3773,L4979,0.414
L3773,L5036,0.003
L3773,L5037,0.003
L3773,L5048,0.003
L3773,L5064,0.177
L3773,L5071,0.002
L3773,L5138,0.023
L3773,L5238,0.180
L3773,L5390,0.002
L3773,L5407,0.998
L3773,L5414,0.211
L3773,L5453,0.328
L3773,L5488,0.083
L3845,L3984,0.002
L3845,L4951,0.046
L3845,L4991,0.270
L3845,L5045,0.411
L3845,L5230,0.001
L3845,L5238,0.822
L3845,L5393,0.478
L3845,L5400,0.997
L3861,L3940,0.048
L3861,L4008,0.953
L3861,L4899,0.021
L3861,L4972,0.001
L3861,L5037,0.997
L3861,L5048,0.560
L3861,L5071,0.006
L3861,L5174,0.212
L3861,L5253,0.002
L3861,L5276,0.020
L3861,L5393,0.002
L3861,L5407,0.989
L3940,L3944,0.213
L3940,L4889,0.048
L3940,L4899,0.301
L3940,L4923,0.104
L3940,L4951,0.006
L3940,L4972,0.064
L3940,L5024,0.003
L3940,L5047,0.023
L3940,L5055,0.019
L3940,L5062,0.011
L3940,L5072,0.003
L3940,L5174,0.181
L3940,L5227,0.074
L3940,L5230,0.018
L3940,L5238,0.277
L3940,L5276,0.059
L3940,L5281,0.038
L3940,L5400,0.048
L3940,L5407,0.048
L3940,L5414,0.287
L3940,L5593,0.009
L3944,L4889,0.012
L3944,L4966,0.002
L3944,L4979,0.006
L3944,L4991,0.088
L3944,L5037,0.284
L3944,L5062,0.002
L3944,L5072,0.002
L3944,L5092,0.003
L3944,L5219,0.072
L3944,L5593,0.005
L3984,L4441,0.993
L3984,L4451,0.999
L3984,L4937,0.999
L3984,L5014,0.171
L3984,L5048,1.000
L3984,L5066,0.017
L3984,L5070,0.969
L3984,L5227,0.673
L3984,L5244,0.960
L3984,L5261,0.999
L3984,L5263,0.008
L3984,L5407,0.999
L3984,L5483,0.783
L4008,L4425,0.146
L4008,L4905,0.008
L4008,L5048,0.215
L4008,L5138,0.034
L4008,L5246,0.950
L4008,L5276,0.004
L4008,L5315,0.003
L4008,L5476,1.000
L4053,L4418,0.999
L4053,L4425,0.425
L4053,L4451,0.270
L4053,L4462,0.002
L4053,L5048,0.003
L4053,L5138,0.113
L4053,L5246,0.001
L4053,L5276,0.066
L4053,L5453,0.002
L4053,L5476,0.003
L4418,L4425,0.920
L4418,L4905,0.008
L4418,L5045,0.010
L4418,L5048,0.755
L4418,L5138,0.041
L4418,L5246,0.918
L4418,L5276,0.142
L4418,L5315,0.004
L4418,L5476,0.001
L4424,L4889,0.003
L4424,L5063,0.447
L4424,L5300,0.002
L4424,L5464,0.003
L4425,L4441,0.051
L4425,L5069,0.040
L4425,L5071,1.000
L4425,L5248,1.000
L4425,L5276,0.994
L4425,L5315,0.801
L4441,L4451,0.943
L4441,L4966,0.014
L4441,L4979,0.009
L4441,L5036,0.997
L4441,L5138,0.018
L4441,L5261,0.999
L4441,L5407,1.000
L4441,L5453,0.932
L4441,L5476,0.425
L4441,L5488,0.002
L4451,L4462,0.003
L4451,L5066,0.035
L4451,L5315,0.002
L4451,L5390,0.032
L4451,L5407,0.194
L4451,L5488,0.002
L4462,L4951,0.380
L4462,L4966,0.010
L4462,L4991,0.159
L4462,L5037,0.020
L4462,L5045,0.002
L4462,L5055,0.033
L4462,L5062,0.009
L4462,L5092,0.527
L4462,L5174,0.065
L4462,L5177,0.015
L4462,L5230,0.998
L4462,L5238,0.003
L4462,L5248,0.934
L4462,L5300,0.998
L4462,L5414,0.500
L4462,L5580,0.996
L4889,L4923,0.134
L4889,L5037,0.002
L4889,L5174,0.305
L4889,L5177,0.121
L4889,L5238,0.298
L4889,L5239,0.007
L4889,L5244,0.824
L4889,L5276,0.020
L4889,L5393,0.025
L4899,L5062,0.005
L4899,L5238,0.002
L4899,L5248,0.017
L4899,L5261,0.010
L4899,L5400,0.842
L4905,L5071,0.008
L4905,L5225,0.002
L4905,L5246,0.957
L4905,L5588,0.001
L4905,L5593,0.004
L4921,L4991,0.001
L4921,L5048,0.037
L4921,L5071,0.998
L4921,L5138,0.021
L4921,L5276,0.036
L4921,L5465,0.083
L4921,L5468,0.207
L4921,L5580,0.045
L4921,L5593,0.007
L4923,L4979,0.132
L4923,L5014,0.133
L4923,L5047,0.013
L4923,L5062,0.135
L4923,L5072,0.482
L4923,L5174,0.218
L4923,L5177,0.362
L4923,L5227,0.862
L4923,L5238,0.240
L4923,L5253,0.004
L4923,L5276,0.020
L4923,L5281,0.135
L4923,L5400,0.134
L4923,L5414,0.018
L4923,L5464,0.119
L4923,L5483,0.865
L4923,L5488,0.135
L4937,L5064,0.002
L4937,L5066,0.828
L4937,L5070,0.061
L4937,L5244,0.017
L4937,L5261,0.327
L4937,L5315,0.004
L4937,L5390,0.750
L4937,L5407,1.000
L4951,L4972,0.006
L4951,L4991,0.017
L4951,L5036,0.013
L4951,L5047,0.919
L4951,L5072,0.788
L4951,L5092,0.003
L4951,L5238,0.236
L4951,L5261,0.004
L4951,L5263,0.937
L4951,L5276,0.041
L4951,L5281,0.999
L4951,L5400,0.981
L4951,L5407,0.727
L4966,L5066,0.019
L4972,L5069,0.048
L4972,L5138,0.097
L4972,L5174,0.043
L4972,L5238,0.043
L4972,L5244,0.015
L4972,L5253,0.013
L4972,L5261,0.718
L4972,L5276,0.011
L4972,L5400,0.006
L4972,L5407,0.270
L4972,L5414,0.119
L4979,L5066,0.008
L4979,L5070,0.101
L4979,L5227,0.002
L4979,L5261,0.854
L4979,L5390,0.001
L4979,L5407,1.000
L4979,L5483,0.022
L4991,L5045,0.106
L4991,L5063,0.004
L4991,L5230,0.006
L4991,L5238,0.051
L4991,L5246,0.034
L4991,L5273,0.001
L5014,L5070,0.041
L5014,L5227,0.204
L5014,L5244,0.005
L5014,L5261,0.716
L5014,L5407,0.269
L5014,L5483,0.004
L5024,L5067,0.001
L5024,L5069,0.002
L5024,L5072,0.100
L5024,L5092,0.004
L5024,L5281,0.006
L5024,L5400,0.004
L5024,L5414,0.859
L5024,L5485,0.825
L5024,L5588,0.033
L5036,L5037,0.027
L5036,L5045,0.377
L5036,L5072,0.780
L5036,L5138,0.003
L5036,L5174,0.329
L5036,L5476,0.718
L5037,L5045,0.957
L5037,L5062,0.064
L5037,L5230,0.004
L5037,L5238,0.503
L5037,L5248,0.078
L5037,L5281,0.967
L5037,L5400,0.979
L5037,L5464,0.978
L5037,L5588,0.890
L5045,L5062,0.004
L5045,L5071,0.941
L5045,L5092,0.005
L5047,L5055,0.004
L5047,L5067,0.049
L5047,L5072,0.109
L5047,L5177,0.999
L5047,L5236,0.002
L5047,L5238,0.291
L5047,L5273,0.012
L5047,L5276,0.020
L5047,L5300,0.954
L5047,L5414,0.012
L5047,L5469,0.012
L5047,L5483,0.734
L5047,L5588,0.931
L5047,L5593,0.002
L5048,L5064,0.451
L5048,L5071,0.081
L5048,L5239,0.003
L5048,L5246,0.030
L5048,L5253,0.843
L5048,L5263,0.001
L5048,L5476,0.094
L5055,L5062,0.007
L5055,L5225,0.001
L5055,L5238,0.015
L5055,L5248,0.016
L5055,L5273,0.001
L5055,L5414,0.358
L5055,L5485,0.002
L5057,L5068,0.061
L5057,L5174,0.309
L5062,L5238,0.002
L5062,L5248,0.540
L5062,L5253,0.016
L5062,L5276,0.020
L5062,L5588,0.999
L5062,L5593,0.005
L5063,L5225,0.292
L5063,L5465,0.916
L5063,L5485,0.889
L5063,L5580,0.090
L5064,L5066,0.017
L5064,L5070,0.977
L5064,L5219,0.994
L5064,L5227,0.929
L5064,L5236,0.020
L5064,L5244,0.096
L5064,L5261,0.040
L5064,L5263,0.984
L5064,L5273,0.764
L5064,L5390,0.043
L5064,L5453,0.147
L5064,L5483,0.993
L5066,L5092,0.002
L5066,L5138,0.022
L5066,L5407,0.936
L5066,L5453,0.031
L5066,L5476,0.124
L5066,L5483,0.010
L5067,L5230,0.003
L5067,L5238,0.166
L5067,L5414,0.174
L5067,L5464,0.001
L5069,L5138,0.150
L5069,L5177,0.885
L5069,L5246,0.003
L5069,L5476,0.959
L5070,L5407,0.009
L5070,L5453,0.999
L5070,L5476,0.003
L5070,L5488,0.168
L5071,L5138,0.132
L5071,L5246,0.004
L5071,L5315,0.999
L5071,L5469,0.575
L5071,L5476,0.947
L5072,L5092,0.782
L5072,L5248,0.006
L5072,L5400,0.001
L5072,L5469,0.011
L5092,L5174,0.012
L5092,L5177,0.964
L5092,L5225,0.002
L5092,L5476,0.782
L5092,L5588,0.035
L5092,L5593,0.961
L5138,L5246,0.013
L5174,L5276,0.235
L5174,L5281,0.002
L5174,L5464,0.161
L5177,L5238,0.920
L5177,L5248,0.011
L5177,L5414,0.004
L5177,L5465,0.002
L5219,L5464,0.025
L5225,L5236,0.002
L5225,L5246,0.004
L5225,L5464,0.090
L5227,L5238,0.526
L5227,L5261,0.655
L5227,L5276,0.020
L5227,L5281,0.128
L5227,L5390,1.000
L5227,L5400,0.005
L5227,L5464,0.004
L5230,L5238,0.329
L5230,L5244,0.009
L5230,L5263,0.720
L5230,L5276,0.020
L5230,L5300,0.104
L5230,L5393,0.916
L5230,L5593,0.096
L5236,L5238,0.051
L5238,L5244,0.075
L5238,L5281,0.271
L5238,L5393,0.012
L5238,L5400,0.034
L5238,L5464,0.178
L5238,L5580,0.001
L5238,L5588,0.304
L5244,L5261,0.641
L5244,L5276,0.020
L5244,L5281,0.990
L5244,L5400,0.632
L5244,L5464,0.003
L5244,L5469,0.321
L5246,L5315,0.079
L5246,L5465,0.977
L5246,L5469,0.004
L5246,L5580,0.013
L5248,L5300,0.001
L5248,L5593,1.000
L5253,L5276,0.002
L5253,L5483,0.005
L5261,L5400,0.021
L5261,L5407,0.330
L5261,L5453,1.000
L5261,L5469,0.327
L5261,L5483,0.001
L5263,L5393,0.007
L5273,L5414,0.039
L5276,L5281,0.020
L5276,L5400,0.020
L5276,L5407,0.968
L5276,L5414,0.072
L5276,L5464,0.020
L5276,L5469,0.375
L5276,L5476,0.826
L5276,L5483,0.020
L5281,L5414,0.994
L5300,L5468,0.604
L5300,L5580,0.009
L5300,L5588,0.910
L5315,L5469,0.011
L5315,L5476,0.661
L5390,L5483,0.006
L5393,L5400,0.004
L5393,L5407,0.990
L5393,L5485,0.895
L5400,L5414,0.255
L5407,L5453,0.151
L5407,L5488,0.029
L5414,L5588,0.002
L5464,L5483,0.010
L5469,L5476,0.041
L3231,L3380,0.521
L3231,L3622,0.009
L3231,L3715,0.010
L3231,L5083,0.100
L3231,L5095,0.466
L3231,L5104,0.547
L3231,L5148,0.047
L3231,L5210,0.062
L3231,L5235,0.142
L3231,L5257,0.007
L3294,L3361,0.462
L3294,L3378,0.039
L3294,L3625,0.292
L3294,L3628,0.075
L3294,L3642,0.040
L3294,L3708,0.030
L3294,L3717,0.075
L3294,L3723,0.075
L3294,L3725,0.073
L3294,L3730,0.075
L3294,L3732,0.075
L3294,L3734,0.075
L3294,L4977,0.020
L3294,L4982,0.076
L3294,L5006,0.075
L3294,L5083,0.075
L3294,L5091,0.075
L3294,L5106,0.075
L3294,L5145,0.470
L3294,L5146,0.075
L3294,L5158,0.213
L3294,L5160,0.075
L3294,L5161,0.370
L3294,L5184,0.075
L3294,L5233,0.075
L3294,L5240,0.019
L3294,L5245,0.075
L3294,L5256,0.020
L3294,L5274,0.171
L3294,L5278,0.075
L3294,L5294,0.075
L3294,L5297,0.075
L3294,L5302,0.010
L3294,L5314,0.075
L3294,L5327,0.569
L3294,L5359,0.344
L3294,L5394,0.014
L3294,L5396,0.075
L3294,L5406,0.494
L3294,L5420,0.013
L3294,L5432,0.039
L3361,L3377,0.158
L3361,L3378,0.004
L3361,L3620,0.001
L3361,L3703,0.005
L3361,L3706,0.005
L3361,L3713,0.995
L3361,L3730,0.003
L3361,L5006,0.135
L3361,L5049,0.005
L3361,L5158,0.034
L3361,L5210,0.005
L3361,L5215,0.218
L3361,L5278,0.087
L3361,L5303,0.003
L3361,L5398,0.004
L3361,L5401,0.005
L3361,L5404,0.024
L3361,L5415,0.004
L3361,L5420,0.005
L3361,L5427,0.992
L3377,L3380,0.003
L3377,L3620,0.021
L3377,L3724,0.002
L3377,L5104,0.976
L3377,L5151,0.019
L3377,L5278,0.039
L3377,L5311,0.005
L3377,L5365,0.920
L3377,L5401,0.007
L3377,L5405,0.288
L3377,L5408,0.957
L3378,L4983,0.027
L3378,L5007,0.066
L3378,L5144,0.005
L3378,L5161,0.885
L3378,L5184,0.002
L3378,L5274,0.541
L3378,L5302,0.002
L3378,L5308,0.009
L3378,L5365,0.007
L3378,L5401,0.004
L3380,L3606,0.973
L3380,L3706,0.041
L3380,L3708,1.000
L3380,L4983,0.028
L3380,L5084,0.195
L3380,L5095,1.000
L3380,L5106,0.075
L3380,L5148,0.999
L3380,L5215,0.048
L3380,L5303,0.002
L3380,L5314,0.984
L3380,L5392,1.000
L3380,L5396,0.130
L3380,L5399,0.994
L3380,L5404,0.772
L3380,L5409,0.878
L3380,L5411,0.996
L3380,L5415,0.007
L3606,L3620,0.987
L3606,L3635,0.998
L3606,L3642,0.883
L3606,L3706,0.017
L3606,L3708,0.009
L3606,L3723,0.218
L3606,L5104,0.065
L3606,L5106,0.977
L3606,L5151,0.922
L3606,L5160,0.002
L3606,L5283,0.476
L3606,L5302,0.051
L3606,L5308,0.976
L3606,L5326,0.557
L3606,L5417,0.140
L3620,L3628,0.001
L3620,L3635,0.108
L3620,L3730,0.007
L3620,L5006,0.019
L3620,L5084,0.250
L3620,L5095,0.002
L3620,L5144,0.344
L3620,L5302,0.777
L3620,L5359,0.049
L3620,L5394,0.011
L3620,L5398,0.003
L3620,L5399,0.002
L3620,L5405,0.001
L3620,L5411,0.011
L3622,L3635,0.096
L3622,L3642,0.319
L3622,L3720,0.008
L3622,L3725,0.011
L3622,L5105,0.010
L3622,L5158,0.030
L3622,L5160,0.002
L3622,L5161,0.404
L3622,L5240,0.005
L3622,L5256,0.005
L3622,L5283,0.533
L3622,L5302,0.041
L3622,L5401,0.113
L3622,L5408,0.022
L3622,L5428,0.540
L3622,L5432,0.293
L3625,L3704,0.007
L3625,L5161,0.016
L3625,L5240,0.002
L3625,L5359,0.005
L3625,L5394,0.002
L3625,L5398,0.014
L3625,L5420,0.660
L3628,L3713,0.016
L3628,L3720,0.030
L3628,L3728,0.002
L3628,L5145,0.011
L3628,L5327,0.704
L3628,L5420,0.851
L3628,L5428,0.303
L3635,L3725,0.002
L3635,L5084,0.856
L3635,L5095,0.434
L3635,L5158,0.115
L3635,L5237,0.001
L3635,L5274,0.002
L3635,L5308,0.043
L3635,L5327,0.893
L3635,L5399,0.962
L3635,L5428,0.047
L3642,L3703,0.800
L3642,L3704,0.031
L3642,L3715,0.114
L3642,L3725,0.981
L3642,L5049,0.034
L3642,L5084,0.530
L3642,L5095,0.259
L3642,L5158,0.013
L3642,L5161,0.761
L3642,L5237,0.003
L3642,L5256,0.996
L3642,L5274,0.022
L3642,L5283,0.897
L3642,L5311,0.007
L3642,L5327,0.005
L3642,L5399,0.635
L3642,L5428,0.826
L3703,L3713,0.988
L3703,L5105,0.002
L3703,L5198,0.993
L3703,L5256,0.006
L3704,L3730,0.120
L3704,L5146,0.003
L3704,L5198,0.743
L3704,L5294,0.032
L3704,L5417,0.121
L3704,L5427,0.061
L3706,L3717,0.020
L3706,L5083,0.994
L3706,L5104,0.889
L3706,L5105,0.279
L3706,L5151,0.005
L3706,L5154,0.413
L3706,L5215,0.011
L3706,L5257,0.999
L3706,L5409,0.072
L3708,L3716,0.833
L3708,L5027,0.385
L3708,L5104,0.996
L3708,L5215,0.345
L3708,L5326,0.999
L3708,L5399,0.017
L3708,L5408,0.006
L3708,L5420,0.016
L3713,L3716,0.002
L3713,L3729,0.047
L3713,L3730,0.992
L3713,L3732,0.973
L3713,L3734,0.127
L3713,L4983,0.003
L3713,L5006,0.360
L3713,L5145,0.997
L3713,L5303,0.605
L3713,L5365,0.206
L3713,L5398,0.002
L3713,L5401,0.022
L3713,L5404,0.320
L3713,L5405,0.224
L3713,L5427,0.007
L3715,L3725,1.000
L3715,L5105,0.011
L3715,L5108,0.654
L3715,L5235,0.004
L3715,L5240,0.002
L3715,L5274,0.723
L3715,L5311,0.038
L3715,L5314,0.065
L3715,L5401,0.042
L3715,L5420,0.643
L3716,L4982,0.038
L3716,L4983,0.033
L3716,L5105,0.098
L3716,L5198,0.996
L3716,L5235,0.005
L3716,L5404,0.001
L3716,L5409,0.085
L3717,L5095,0.200
L3717,L5148,0.002
L3717,L5294,0.002
L3717,L5392,0.004
L3717,L5409,0.004
L3717,L5415,0.014
L3717,L5428,0.017
L3720,L3724,0.017
L3720,L5027,0.001
L3720,L5108,0.001
L3720,L5158,0.019
L3720,L5215,0.025
L3720,L5283,0.019
L3720,L5405,0.148
L3720,L5408,0.018
L3723,L5084,0.029
L3723,L5161,0.001
L3723,L5257,0.010
L3723,L5326,0.169
L3724,L5091,0.037
L3724,L5257,0.693
L3724,L5283,0.061
L3724,L5404,0.993
L3724,L5409,0.722
L3724,L5411,0.979
L3724,L5432,0.013
L3725,L3730,0.004
L3725,L3732,0.006
L3725,L5006,0.816
L3725,L5091,0.836
L3725,L5144,0.713
L3725,L5210,0.003
L3725,L5240,0.299
L3725,L5278,0.003
L3725,L5302,1.000
L3725,L5394,0.984
L3725,L5432,0.007
L3729,L5091,0.228
L3729,L5154,0.624
L3729,L5198,0.783
L3729,L5215,0.614
L3729,L5240,0.003
L3729,L5278,0.002
L3729,L5406,0.018
L3730,L5365,0.003
L3732,L5105,0.005
L3732,L5274,0.008
L3732,L5308,0.006
L3732,L5327,0.010
L3732,L5404,0.021
L3732,L5411,0.029
L3732,L5428,0.039
L3734,L5083,0.003
L3734,L5105,0.862
L3734,L5161,0.149
L3734,L5240,0.026
L3734,L5404,0.002
L4977,L5007,0.005
L4977,L5145,0.122
L4977,L5158,0.076
L4977,L5161,0.004
L4977,L5215,0.076
L4977,L5256,0.001
L4977,L5274,0.011
L4977,L5283,0.076
L4977,L5327,0.250
L4977,L5365,0.228
L4977,L5405,0.002
L4977,L5428,0.162
L4982,L5027,0.547
L4982,L5105,0.020
L4982,L5145,0.003
L4982,L5398,0.273
L4982,L5408,0.003
L4982,L5411,0.067
L4983,L5104,0.001
L4983,L5105,0.967
L4983,L5245,0.006
L4983,L5308,0.024
L4983,L5359,0.249
L4983,L5401,0.903
L5006,L5106,0.678
L5006,L5145,0.012
L5006,L5158,0.001
L5006,L5160,0.019
L5006,L5184,0.013
L5006,L5274,0.001
L5006,L5303,0.466
L5006,L5308,0.004
L5006,L5405,0.004
L5006,L5408,0.013
L5006,L5420,0.789
L5006,L5428,0.887
L5007,L5198,0.027
L5007,L5235,0.536
L5007,L5404,0.065
L5007,L5411,0.004
L5027,L5154,0.965
L5027,L5235,0.872
L5027,L5257,0.873
L5027,L5278,0.003
L5027,L5294,0.991
L5027,L5305,0.001
L5027,L5392,0.021
L5027,L5409,0.999
L5027,L5415,0.040
L5027,L5432,0.005
L5049,L5105,0.010
L5049,L5274,0.645
L5049,L5394,0.059
L5049,L5417,0.095
L5083,L5095,0.003
L5083,L5148,0.001
L5084,L5160,0.767
L5084,L5215,0.002
L5084,L5240,0.456
L5084,L5256,0.475
L5084,L5297,0.002
L5084,L5302,0.006
L5084,L5308,0.959
L5084,L5311,0.946
L5084,L5326,0.570
L5084,L5392,0.049
L5091,L5106,0.003
L5091,L5160,0.944
L5091,L5235,0.935
L5091,L5308,0.003
L5091,L5359,0.111
L5091,L5401,0.020
L5091,L5408,0.523
L5091,L5428,0.999
L5095,L5104,0.026
L5095,L5144,0.045
L5095,L5146,0.281
L5095,L5151,0.594
L5095,L5160,0.004
L5095,L5184,0.022
L5095,L5215,0.423
L5095,L5240,0.039
L5095,L5256,0.005
L5095,L5286,0.041
L5095,L5297,0.081
L5095,L5302,0.869
L5095,L5311,0.005
L5095,L5314,0.995
L5095,L5326,1.000
L5095,L5409,0.039
L5104,L5148,0.029
L5104,L5154,0.921
L5104,L5160,0.016
L5104,L5215,0.922
L5104,L5283,0.005
L5104,L5303,0.984
L5104,L5392,0.015
L5104,L5399,0.260
L5104,L5404,0.062
L5104,L5406,1.000
L5104,L5409,0.974
L5104,L5411,0.001
L5104,L5415,0.928
L5105,L5108,0.001
L5105,L5235,0.084
L5105,L5257,0.001
L5105,L5278,0.355
L5105,L5311,0.953
L5105,L5359,0.942
L5105,L5365,0.220
L5105,L5401,0.970
L5105,L5404,0.180
L5105,L5408,0.071
L5105,L5411,0.017
L5105,L5420,0.014
L5106,L5278,0.577
L5108,L5392,0.626
L5144,L5148,0.603
L5144,L5198,0.477
L5144,L5283,0.278
L5144,L5327,0.978
L5144,L5399,0.961
L5144,L5428,0.016
L5145,L5198,0.787
L5145,L5215,0.249
L5145,L5233,0.677
L5145,L5245,0.054
L5145,L5257,0.005
L5145,L5294,0.083
L5145,L5305,0.010
L5145,L5406,1.000
L5145,L5411,0.031
L5145,L5415,0.004
L5146,L5161,0.051
L5148,L5151,0.535
L5148,L5160,0.004
L5148,L5240,0.008
L5148,L5297,0.013
L5148,L5302,0.002
L5148,L5308,0.784
L5148,L5311,0.272
L5148,L5314,0.499
L5148,L5392,0.009
L5148,L5409,0.003
L5148,L5415,0.011
L5148,L5417,0.872
L5151,L5215,0.954
L5151,L5240,0.460
L5151,L5257,0.967
L5151,L5286,0.035
L5151,L5297,0.081
L5151,L5303,0.044
L5151,L5305,0.555
L5151,L5392,0.102
L5151,L5399,0.696
L5151,L5404,0.997
L5151,L5406,0.004
L5151,L5411,0.004
L5154,L5160,1.000
L5154,L5184,0.982
L5154,L5235,0.010
L5154,L5401,0.083
L5154,L5408,0.867
L5158,L5161,0.098
L5158,L5303,0.942
L5158,L5394,0.010
L5158,L5399,0.207
L5158,L5408,0.051
L5158,L5411,0.033
L5160,L5215,0.001
L5160,L5274,0.591
L5160,L5326,0.002
L5161,L5210,0.554
L5161,L5245,0.001
L5161,L5278,0.002
L5161,L5283,0.009
L5161,L5427,0.998
L5161,L5432,0.865
L5184,L5215,0.161
L5184,L5399,0.807
L5184,L5406,0.023
L5198,L5256,0.073
L5198,L5274,0.393
L5198,L5327,0.166
L5198,L5365,0.003
L5198,L5392,0.069
L5210,L5237,0.011
L5210,L5274,0.232
L5210,L5283,0.163
L5210,L5428,0.057
L5215,L5256,0.524
L5215,L5359,0.648
L5215,L5399,0.409
L5215,L5406,0.344
L5215,L5409,0.010
L5233,L5235,0.034
L5233,L5274,0.002
L5233,L5327,0.001
L5233,L5398,0.020
L5233,L5401,0.909
L5235,L5256,0.017
L5235,L5257,0.038
L5235,L5359,0.012
L5235,L5398,0.046
