OffspringID1,OffspringID2,Probability
L5235,L5404,0.006
L5235,L5405,0.894
L5235,L5408,0.897
L5235,L5420,0.672
L5237,L5326,0.001
L5237,L5411,0.001
L5237,L5417,0.040
L5240,L5326,0.009
L5240,L5420,0.003
L5245,L5303,0.032
L5256,L5399,0.474
L5256,L5404,0.583
L5256,L5432,0.004
L5257,L5314,0.019
L5257,L5326,0.001
L5257,L5365,0.001
L5257,L5399,0.021
L5274,L5278,0.962
L5274,L5283,0.005
L5274,L5294,0.070
L5274,L5302,0.997
L5274,L5394,0.057
L5274,L5417,0.999
L5274,L5427,0.034
L5278,L5283,0.002
L5278,L5308,0.005
L5278,L5365,0.109
L5278,L5408,0.058
L5283,L5302,0.104
L5283,L5326,0.007
L5283,L5327,0.001
L5283,L5404,0.001
L5283,L5408,0.010
L5283,L5417,0.024
L5283,L5428,0.015
L5286,L5359,0.456
L5286,L5365,0.001
L5286,L5408,0.017
L5294,L5327,1.000
L5294,L5365,0.002
L5294,L5396,0.001
L5294,L5398,0.820
L5294,L5401,0.001
L5294,L5420,0.062
L5297,L5326,0.001
L5297,L5392,0.217
L5297,L5399,0.042
L5297,L5409,0.784
L5297,L5432,0.001
L5302,L5327,0.659
L5302,L5399,1.000
L5302,L5428,0.999
L5303,L5311,0.079
L5303,L5405,0.983
L5303,L5420,0.005
L5303,L5432,0.002
L5305,L5401,0.001
L5305,L5405,0.032
L5308,L5399,0.122
L5308,L5408,0.312
L5308,L5411,0.049
L5311,L5365,0.243
L5311,L5399,0.883
L5311,L5401,0.020
L5311,L5404,0.870
L5314,L5327,0.039
L5314,L5399,0.044
L5314,L5409,0.008
L5326,L5392,1.000
L5326,L5396,0.006
L5326,L5409,0.298
L5326,L5411,0.036
L5326,L5415,0.037
L5327,L5394,0.086
L5327,L5396,0.010
L5327,L5417,1.000
L5327,L5427,0.002
L5327,L5432,0.003
L5359,L5409,0.446
L5359,L5415,0.833
L5359,L5432,0.010
L5365,L5432,0.014
L5392,L5405,0.010
L5394,L5399,0.997
L5394,L5428,0.997
L5398,L5409,0.250
L5399,L5406,0.992
L5399,L5417,0.857
L5401,L5409,0.006
L5401,L5411,0.123
L5404,L5405,0.828
L5404,L5420,0.013
L5405,L5406,0.999
L5405,L5409,0.372
L5405,L5432,0.002
L5406,L5420,0.002
L5406,L5432,0.007
L5408,L5411,0.012
L5408,L5427,0.015
L5408,L5432,0.016
L5409,L5432,0.001
L5411,L5420,0.999
L5415,L5420,0.002
L5417,L5428,0.130
L3222,L3350,0.009
L3222,L3695,0.028
L3222,L4442,0.002
L3222,L4459,0.001
L3222,L4914,0.007
L3222,L4949,0.012
L3222,L5480,0.002
L3222,L5537,0.998
L3226,L4474,0.303
L3226,L4912,0.114
L3226,L5499,0.002
L3226,L5500,0.014
L3226,L5537,0.119
L3236,L3335,0.374
L3236,L3339,0.998
L3236,L3426,0.012
L3236,L3694,0.740
L3236,L4034,0.018
L3236,L4465,0.005
L3236,L4476,0.975
L3236,L4479,0.459
L3236,L4480,0.238
L3236,L4916,0.212
L3236,L4920,0.180
L3236,L4931,0.006
L3236,L5474,0.123
L3236,L5475,0.002
L3236,L5584,0.010
L3236,L5609,0.072
L3253,L3342,0.043
L3253,L3349,0.051
L3253,L3392,0.005
L3253,L3587,0.048
L3253,L3694,0.003
L3253,L3869,0.036
L3253,L4466,0.101
L3253,L4474,0.026
L3253,L4480,0.216
L3253,L4919,0.575
L3253,L5500,0.019
L3253,L5564,0.043
L3253,L5569,0.450
L3253,L5592,0.145
L3260,L3324,0.006
L3260,L3350,0.009
L3260,L3392,0.006
L3260,L3407,0.840
L3260,L4422,0.001
L3260,L4455,0.006
L3260,L4466,0.044
L3260,L4467,0.028
L3260,L5587,0.491
L3322,L3336,0.002
L3322,L3339,0.016
L3322,L3342,0.071
L3322,L3350,0.054
L3322,L3392,0.005
L3322,L3587,0.068
L3322,L4034,1.000
L3322,L4422,0.057
L3322,L4465,0.965
L3322,L4474,0.027
L3322,L4476,0.027
L3322,L4480,0.232
L3322,L4916,0.999
L3322,L5472,0.007
L3322,L5536,0.006
L3322,L5564,0.043
L3322,L5584,0.067
L3322,L5609,0.005
L3323,L3336,0.003
L3323,L3392,0.005
L3323,L4422,0.974
L3323,L4927,0.792
L3323,L5472,0.985
L3323,L5564,0.043
L3323,L5608,0.995
L3323,L5609,0.007
L3324,L3326,0.084
L3324,L3338,0.754
L3324,L3349,0.116
L3324,L3672,0.835
L3324,L3685,0.923
L3324,L4410,0.011
L3324,L4422,0.001
L3324,L4442,0.043
L3324,L4447,0.213
L3324,L4453,0.114
L3324,L4457,0.003
L3324,L4459,0.003
L3324,L4466,0.044
L3324,L4479,0.002
L3324,L4919,0.260
L3324,L4927,0.402
L3324,L4949,0.012
L3324,L5480,0.430
L3324,L5564,0.043
L3324,L5568,0.038
L3326,L3392,0.005
L3326,L4034,0.900
L3326,L4422,0.256
L3326,L4474,0.046
L3326,L4480,0.066
L3326,L4916,0.012
L3326,L4924,0.007
L3326,L4927,0.007
L3326,L5564,0.043
L3326,L5592,0.833
L3326,L5608,0.228
L3335,L3392,0.005
L3335,L3587,0.002
L3335,L3866,0.016
L3335,L4034,0.371
L3335,L4422,0.055
L3335,L4480,0.417
L3335,L4924,0.009
L3335,L5472,0.963
L3335,L5500,0.002
L3335,L5564,0.043
L3336,L3339,0.011
L3336,L3392,0.043
L3336,L3587,0.779
L3336,L3695,0.039
L3336,L4034,0.004
L3336,L4422,0.144
L3336,L4434,0.039
L3336,L4443,0.678
L3336,L4447,0.039
L3336,L4453,0.039
L3336,L4459,0.039
L3336,L4474,0.017
L3336,L4912,0.039
L3336,L4913,0.039
L3336,L4916,0.996
L3336,L5472,0.011
L3336,L5498,0.039
L3336,L5538,0.039
L3336,L5546,0.039
L3336,L5564,0.004
L3336,L5581,0.039
L3336,L5583,0.039
L3336,L5584,0.960
L3336,L5587,0.001
L3336,L5608,0.103
L3338,L3350,0.009
L3338,L4034,0.002
L3338,L4434,0.810
L3338,L4480,0.295
L3338,L5568,0.053
L3339,L3587,1.000
L3339,L3694,0.398
L3339,L3866,0.005
L3339,L4421,0.170
L3339,L4471,1.000
L3339,L4477,0.007
L3339,L4914,0.931
L3339,L4920,1.000
L3339,L4931,0.983
L3339,L4949,0.012
L3339,L5472,0.020
L3339,L5475,0.002
L3339,L5478,0.031
L3339,L5500,0.993
L3339,L5584,0.611
L3339,L5597,0.765
L3342,L3350,0.009
L3342,L3392,0.006
L3342,L3407,0.066
L3342,L3413,0.435
L3342,L3866,0.004
L3342,L4415,0.160
L3342,L4422,0.001
L3342,L4457,0.587
L3342,L4466,0.044
L3342,L4467,0.047
L3342,L4472,0.006
L3342,L4890,0.363
L3342,L4913,0.013
L3342,L5538,0.003
L3342,L5546,0.002
L3342,L5575,0.009
L3342,L5581,0.002
L3342,L5587,0.026
L3342,L5599,0.002
L3349,L3350,0.009
L3349,L3392,0.006
L3349,L3407,0.001
L3349,L4422,0.001
L3349,L4466,0.044
L3349,L4912,0.998
L3349,L5474,0.448
L3349,L5493,0.002
L3349,L5546,0.954
L3349,L5564,0.948
L3349,L5581,0.007
L3349,L5587,0.002
L3350,L3392,0.009
L3350,L3407,0.002
L3350,L3672,0.018
L3350,L3695,0.009
L3350,L4086,0.009
L3350,L4410,0.009
L3350,L4419,0.009
L3350,L4421,0.009
L3350,L4434,0.009
L3350,L4442,0.009
L3350,L4443,0.009
L3350,L4444,0.009
L3350,L4447,0.009
L3350,L4453,0.009
L3350,L4454,0.009
L3350,L4459,0.009
L3350,L4474,0.009
L3350,L4475,0.004
L3350,L4479,0.009
L3350,L4890,0.072
L3350,L4898,0.137
L3350,L4919,0.009
L3350,L4927,0.009
L3350,L5489,0.105
L3350,L5496,0.272
L3350,L5499,0.009
L3350,L5537,0.206
L3350,L5560,0.009
L3350,L5592,0.009
L3350,L5602,0.896
L3390,L4086,0.002
L3390,L4442,0.996
L3390,L4446,0.014
L3390,L4931,0.002
L3390,L5564,0.273
L3390,L5592,0.995
L3390,L5602,0.002
L3392,L3407,0.005
L3392,L3413,0.005
L3392,L3672,0.574
L3392,L3685,0.882
L3392,L3866,0.028
L3392,L4086,0.006
L3392,L4410,0.697
L3392,L4442,0.012
L3392,L4443,0.006
L3392,L4447,0.005
L3392,L4457,0.005
L3392,L4471,0.005
L3392,L4474,0.006
L3392,L4475,0.069
L3392,L4479,0.011
L3392,L4890,0.005
L3392,L4898,0.006
L3392,L4913,0.006
L3392,L4919,0.006
L3392,L4920,0.005
L3392,L4927,0.006
L3392,L4949,0.012
L3392,L5481,0.968
L3392,L5546,0.005
L3392,L5587,0.041
L3392,L5592,0.006
L3392,L5597,0.005
L3392,L5599,0.006
L3404,L3683,0.001
L3404,L3694,0.052
L3404,L4443,0.002
L3404,L5477,0.168
L3404,L5562,0.155
L3407,L3426,0.261
L3407,L4034,0.010
L3407,L4086,0.947
L3407,L4422,0.044
L3407,L4446,0.018
L3407,L4476,0.005
L3407,L4480,0.071
L3407,L4924,0.002
L3407,L5500,0.918
L3407,L5564,0.043
L3407,L5587,0.024
L3407,L5592,0.001
L3407,L5608,0.002
L3407,L5609,0.006
L3413,L3426,0.019
L3413,L3869,0.006
L3413,L4086,0.004
L3413,L4466,0.003
L3413,L4480,0.004
L3413,L4931,0.019
L3413,L5536,0.138
L3413,L5564,0.043
L3413,L5584,0.119
L3413,L5609,0.001
L3426,L3587,0.505
L3426,L4422,0.084
L3426,L4444,0.012
L3426,L4446,0.009
L3426,L4457,0.032
L3426,L4920,0.007
L3426,L4924,0.036
L3426,L4949,0.012
L3426,L5472,1.000
L3426,L5475,0.989
L3426,L5478,0.005
L3426,L5500,0.002
L3426,L5536,0.859
L3426,L5547,0.005
L3426,L5584,0.172
L3426,L5602,0.004
L3587,L4446,0.001
L3587,L4916,0.970
L3587,L4920,0.729
L3587,L5478,0.003
L3587,L5538,0.999
L3587,L5581,0.196
L3587,L5583,0.008
L3587,L5597,0.018
L3587,L5608,0.002
L3587,L5609,0.354
L3672,L3869,0.002
L3672,L4415,1.000
L3672,L4442,0.647
L3672,L4444,0.050
L3672,L4447,0.055
L3672,L4453,0.002
L3672,L4477,0.709
L3672,L4925,0.030
L3672,L4949,0.012
L3672,L5504,0.997
L3672,L5560,0.001
L3672,L5611,0.450
L3673,L4898,0.241
L3677,L3680,0.051
L3683,L5477,0.974
L3685,L3869,0.762
L3685,L4434,0.606
L3685,L4442,0.998
L3685,L4447,0.066
L3685,L4453,0.529
L3685,L4454,0.201
L3685,L4459,0.546
L3685,L4463,0.952
L3685,L4467,0.866
L3685,L4479,0.997
L3685,L4925,0.690
L3685,L4949,0.012
L3685,L5496,0.001
L3685,L5504,0.998
L3685,L5611,1.000
L3694,L4034,0.589
L3694,L4436,0.972
L3694,L4442,0.998
L3694,L4465,0.015
L3694,L4477,0.002
L3694,L4480,0.550
L3694,L4901,0.986
L3694,L4914,0.020
L3694,L4916,0.445
L3694,L5500,0.002
L3694,L5537,0.998
L3694,L5569,0.047
L3694,L5599,0.003
L3694,L5601,0.096
L3695,L3866,0.023
L3695,L3869,0.980
L3695,L4410,0.001
L3695,L4419,0.446
L3695,L4421,0.024
L3695,L4444,0.373
L3695,L4454,0.048
L3695,L4475,0.073
L3695,L4479,0.995
L3695,L4898,0.002
L3695,L4949,0.012
L3695,L5498,0.103
L3695,L5538,0.002
L3695,L5546,0.002
L3695,L5564,0.227
L3695,L5568,0.418
L3695,L5587,0.044
L3866,L4034,0.015
L3866,L4434,0.023
L3866,L4446,0.056
L3866,L4447,0.023
L3866,L4453,0.023
L3866,L4459,0.023
L3866,L4474,0.014
L3866,L4476,0.016
L3866,L4480,0.015
L3866,L4898,0.019
L3866,L4912,0.023
L3866,L4913,0.023
L3866,L4919,0.967
L3866,L4927,0.377
L3866,L5498,0.023
L3866,L5538,0.023
L3866,L5546,0.023
L3866,L5564,0.021
L3866,L5581,0.023
L3866,L5583,0.023
L3866,L5584,0.021
L3866,L5599,0.022
L3869,L4422,0.001
L3869,L4434,1.000
L3869,L4442,0.025
L3869,L4444,0.560
L3869,L4453,0.165
L3869,L4466,0.044
L3869,L4474,0.366
L3869,L4949,0.012
L3869,L5564,0.043
L3869,L5587,0.008
L3869,L5599,0.001
L4034,L4446,0.005
L4034,L4454,0.009
L4034,L4457,0.262
L4034,L4475,0.876
L4034,L4890,0.003
L4034,L4898,0.191
L4034,L4914,0.045
L4034,L4924,0.002
L4034,L4949,0.012
L4034,L5500,0.061
L4034,L5537,0.527
L4034,L5587,0.002
L4034,L5599,0.001
L4086,L4422,0.001
L4086,L4455,0.963
L4086,L4466,0.044
L4086,L4467,0.030
L4086,L4890,0.984
L4086,L4898,0.190
L4086,L4902,0.043
L4086,L4912,1.000
L4086,L5498,0.059
L4086,L5564,0.904
L4086,L5583,0.408
L4410,L4453,0.001
L4410,L4459,0.004
L4410,L4479,0.042
L4410,L5560,0.883
L4410,L5568,0.238
L4415,L4443,0.050
L4415,L4901,0.022
L4415,L4902,0.005
L4415,L4912,0.578
L4415,L4913,0.005
L4415,L4927,0.002
L4415,L4943,0.037
L4415,L5478,0.017
L4415,L5480,1.000
L4415,L5481,0.147
L4415,L5609,0.027
L4419,L4442,0.002
L4419,L4459,0.516
L4419,L4476,0.003
L4419,L4480,0.002
L4419,L5568,0.752
L4421,L4442,0.565
L4421,L4453,0.004
L4421,L4465,0.002
L4421,L5480,0.004
L4421,L5499,0.067
L4422,L4443,0.001
L4422,L4455,0.001
L4422,L4465,0.111
L4422,L4474,0.001
L4422,L4477,0.091
L4422,L4898,0.058
L4422,L4913,0.019
L4422,L4916,0.992
L4422,L4919,0.001
L4422,L4920,0.090
L4422,L5472,0.961
L4422,L5547,0.002
L4422,L5587,0.948
L4422,L5592,0.001
L4422,L5599,0.232
L4422,L5608,0.537
L4422,L5609,0.896
L4434,L4444,0.004
L4434,L4455,0.243
L4434,L4475,0.073
L4434,L4898,0.002
L4434,L4913,0.008
L4434,L4949,0.012
L4434,L5481,0.001
L4434,L5538,0.978
L4434,L5546,0.911
L4434,L5564,0.020
L4434,L5568,0.012
L4434,L5587,0.044
L4436,L4446,0.993
L4436,L5504,0.002
L4436,L5564,0.002
L4436,L5602,1.000
L4442,L4454,0.002
L4442,L4455,0.375
L4442,L4472,0.171
L4442,L4902,0.816
L4442,L4931,0.044
L4442,L4943,0.081
L4442,L4949,0.012
L4442,L5480,0.008
L4442,L5481,0.992
L4442,L5560,0.895
L4443,L4455,0.009
L4443,L4457,0.870
L4443,L4466,0.044
L4443,L4890,0.003
L4443,L4898,0.031
L4443,L5498,0.002
L4443,L5562,0.014
L4443,L5564,0.956
L4443,L5575,0.973
L4444,L4453,0.010
L4444,L5568,0.018
L4446,L4476,0.981
L4446,L4477,0.985
L4446,L4890,0.015
L4446,L4914,0.953
L4446,L4943,0.803
L4446,L5478,0.004
L4446,L5537,0.827
L4446,L5599,0.005
L4446,L5601,0.990
L4447,L4475,0.072
L4447,L4898,0.001
L4447,L4913,0.014
L4447,L4949,0.012
L4447,L5480,0.023
L4447,L5481,0.861
L4447,L5498,0.002
L4447,L5538,0.161
L4447,L5546,0.663
L4447,L5568,0.999
L4447,L5581,0.960
L4447,L5587,0.043
L4450,L4919,0.124
L4450,L5480,1.000
L4450,L5538,0.007
L4453,L4454,0.010
L4453,L4455,0.015
L4453,L4475,0.073
L4453,L4898,0.002
L4453,L4949,0.012
L4453,L5480,0.181
L4453,L5538,0.524
L4453,L5587,0.044
L4454,L4480,0.002
L4454,L5481,0.005
L4454,L5499,0.067
L4455,L4459,0.935
L4455,L4466,0.044
L4455,L4474,0.723
L4455,L4479,0.017
L4455,L4949,0.012
L4455,L5481,0.057
L4455,L5564,0.043
L4457,L4466,0.001
L4457,L4474,0.007
L4457,L4477,0.001
L4457,L4914,0.835
L4457,L5472,0.001
L4457,L5500,0.170
L4457,L5564,0.043
L4457,L5569,0.002
L4457,L5584,0.002
L4457,L5587,0.004
L4457,L5608,0.023
L4459,L4466,0.022
L4459,L4475,0.073
L4459,L4898,0.002
L4459,L4949,0.012
L4459,L5481,0.213
L4459,L5560,0.831
L4459,L5568,0.016
L4459,L5587,0.044
L4463,L4901,0.996
L4463,L4927,0.001
L4463,L5481,0.032
L4463,L5546,0.020
L4465,L4914,0.326
L4465,L4920,0.848
L4465,L4924,0.538
L4465,L4931,0.506
L4465,L4949,0.012
L4465,L5472,1.000
L4465,L5547,0.002
L4465,L5584,0.409
L4465,L5597,0.969
L4466,L4474,0.044
L4466,L4476,0.002
L4466,L4912,0.018
L4466,L4919,0.044
L4466,L4927,0.044
L4466,L5500,0.456
L4466,L5547,0.002
L4466,L5569,0.044
L4466,L5592,0.044
L4467,L4474,0.476
L4467,L4902,0.449
L4467,L4927,0.010
L4471,L4931,0.361
L4471,L5475,0.193
L4471,L5564,0.043
L4471,L5608,0.003
L4472,L5489,0.002
L4472,L5496,0.003
L4472,L5602,1.000
L4474,L4475,0.897
L4474,L4890,0.041
L4474,L4898,0.166
L4474,L4901,0.874
L4474,L5493,0.830
L4474,L5546,0.014
L4474,L5564,0.004
L4474,L5575,0.477
L4474,L5581,0.016
L4474,L5587,0.179
L4475,L4480,0.018
L4475,L4890,0.047
L4475,L4912,0.072
L4475,L4913,0.072
L4475,L4919,0.729
L4475,L4924,0.045
L4475,L4927,0.081
L4475,L5498,0.072
L4475,L5537,0.012
L4475,L5538,0.072
L4475,L5546,0.072
L4475,L5564,0.031
L4475,L5581,0.072
L4475,L5583,0.072
L4475,L5584,0.015
L4475,L5587,0.020
L4476,L4920,0.403
L4476,L4924,0.006
L4476,L4949,0.012
L4476,L5475,0.157
L4476,L5536,0.034
L4476,L5597,0.865
L4476,L5599,0.733
L4477,L4914,0.023
L4477,L4925,0.993
L4477,L5472,0.028
L4477,L5597,0.004
L4477,L5602,0.089
L4479,L4949,0.012
L4479,L5481,0.001
L4479,L5537,0.001
L4479,L5568,0.110
L4479,L5575,0.002
L4480,L4890,0.025
L4480,L4924,0.588
L4480,L4931,0.014
L4480,L4949,0.012
L4480,L5500,0.949
L4480,L5584,0.984
L4480,L5587,0.001
L4890,L4916,0.198
L4890,L4927,0.033
L4890,L5564,0.044
L4898,L4912,0.001
L4898,L4913,0.001
L4898,L4924,0.001
L4898,L4942,0.005
L4898,L5498,0.001
L4898,L5500,0.025
L4898,L5546,0.001
L4898,L5564,0.044
L4898,L5581,0.001
L4898,L5583,0.001
L4901,L5504,0.002
L4901,L5546,0.012
L4901,L5602,0.012
L4902,L4912,0.465
L4902,L4931,0.002
L4902,L5493,0.754
L4902,L5496,0.003
L4902,L5592,0.242
L4912,L5504,0.036
L4912,L5536,0.031
L4912,L5587,0.043
L4912,L5611,0.274
L4913,L4919,0.007
L4913,L4924,0.012
L4913,L4927,0.011
L4913,L5493,0.816
L4913,L5496,0.016
L4913,L5564,0.037
L4913,L5587,0.043
L4914,L4916,0.992
L4914,L5478,0.004
L4914,L5499,0.988
L4914,L5597,0.018
L4914,L5602,1.000
L4914,L5608,0.466
L4916,L4924,0.975
L4916,L4949,0.012
L4916,L5472,0.997
L4916,L5475,0.039
L4916,L5536,0.022
L4916,L5569,0.396
L4916,L5584,0.741
L4916,L5599,0.008
L4919,L5493,0.003
L4919,L5546,0.062
L4919,L5562,1.000
L4919,L5581,0.919
L4920,L5472,0.489
L4920,L5475,0.918
L4920,L5536,0.003
L4920,L5564,0.043
L4920,L5584,0.002
L4920,L5609,0.963
L4924,L5500,0.115
L4924,L5537,0.962
L4924,L5587,0.952
L4924,L5599,0.068
L4924,L5608,0.005
L4925,L5480,0.231
L4925,L5481,0.111
L4925,L5609,0.004
L4927,L5496,0.092
L4927,L5538,0.042
L4927,L5546,0.887
L4927,L5564,0.004
L4931,L4943,1.000
L4931,L5475,0.034
L4931,L5500,0.066
L4931,L5537,0.004
L4931,L5584,0.002
L4931,L5597,0.004
L4931,L5601,0.749
L4931,L5608,0.663
L4943,L5562,0.001
L4943,L5575,0.001
L4949,L5480,0.012
L4949,L5481,0.012
L4949,L5499,0.012
L4949,L5560,0.012
L4949,L5568,0.012
L4949,L5608,0.012
L5472,L5478,0.958
L5472,L5536,0.217
L5472,L5584,1.000
L5472,L5597,1.000
L5472,L5602,0.815
L5472,L5608,1.000
L5474,L5498,0.002
L5474,L5499,0.829
L5474,L5537,0.036
L5474,L5546,0.804
L5474,L5592,0.018
L5474,L5611,0.962
L5475,L5478,0.476
L5478,L5489,0.001
L5478,L5504,0.854
L5478,L5608,0.764
L5478,L5611,0.007
L5480,L5489,0.359
L5480,L5496,0.993
L5480,L5499,0.985
L5480,L5504,0.999
L5480,L5547,0.072
L5480,L5609,0.001
L5481,L5489,0.010
L5481,L5496,0.701
L5481,L5499,1.000
L5481,L5504,0.866
L5481,L5611,0.005
L5489,L5568,1.000
L5489,L5583,0.003
L5493,L5562,0.149
L5493,L5568,0.996
L5493,L5592,0.403
L5496,L5498,0.004
L5496,L5538,0.015
L5496,L5546,0.996
L5496,L5568,0.060
L5496,L5581,0.028
L5496,L5592,0.001
L5498,L5564,0.036
L5498,L5587,0.043
L5499,L5537,0.998
L5499,L5562,0.004
L5500,L5536,0.078
L5500,L5562,0.296
L5500,L5584,0.999
L5500,L5587,0.999
L5500,L5597,0.007
L5500,L5608,0.236
L5504,L5538,0.030
L5504,L5568,0.520
L5504,L5583,0.002
L5504,L5609,0.415
L5536,L5537,0.991
L5536,L5583,0.093
L5537,L5547,0.386
L5537,L5560,1.000
L5537,L5602,0.002
L5537,L5608,1.000
L5537,L5609,0.004
L5538,L5587,0.043
L5546,L5562,0.015
L5546,L5569,0.004
L5546,L5587,0.043
L5546,L5611,0.927
L5560,L5562,0.843
L5562,L5581,0.240
L5564,L5592,0.330
L5564,L5597,0.043
L5564,L5599,0.043
L5575,L5581,0.017
L5581,L5587,0.043
L5581,L5592,0.008
L5583,L5587,0.043
L5584,L5597,0.002
L5597,L5608,0.191
L5597,L5609,0.019
L5601,L5602,0.088
L5602,L5609,1.000
L5609,L5611,0.161
L3749,L3805,0.001
L3749,L3946,0.003
L3749,L3952,0.061
L3749,L4002,0.997
L3749,L4047,0.477
L3749,L4094,0.002
L3749,L4103,0.003
L3749,L4110,0.044
L3758,L3768,0.995
L3758,L3805,0.891
L3758,L3902,0.116
L3758,L3941,1.000
L3758,L3946,0.003
L3758,L3969,0.019
L3758,L3998,0.026
L3758,L4002,0.984
L3758,L4079,0.061
L3758,L4094,0.022
L3758,L4110,0.044
L3760,L3902,0.671
L3760,L3904,0.963
L3760,L3925,0.997
L3760,L3941,1.000
L3760,L3945,0.013
L3760,L3969,0.400
L3760,L3988,0.006
L3760,L4000,0.936
L3760,L4110,0.044
L3760,L4115,0.999
L3768,L3858,0.025
L3768,L3870,0.004
L3768,L3929,0.004
L3768,L3946,0.003
L3768,L3996,0.218
L3768,L4030,0.822
L3770,L3918,0.736
L3770,L4030,0.967
L3782,L3945,0.406
L3782,L4000,0.006
L3782,L4002,0.002
L3782,L4110,0.044
L3801,L3996,0.001
L3801,L4030,0.001
L3801,L4056,0.460
L3805,L3858,0.901
L3805,L3952,0.002
L3805,L4079,0.006
L3805,L4091,0.001
L3805,L4093,0.859
L3858,L3943,0.244
L3858,L3946,0.003
L3858,L3952,0.201
L3858,L4002,0.993
L3858,L4044,0.007
L3858,L4079,0.935
L3858,L4094,0.001
L3858,L4110,0.044
L3870,L3891,0.004
L3870,L3904,0.005
L3870,L3923,0.005
L3870,L3929,0.221
L3870,L3945,0.005
L3870,L3952,0.406
L3870,L3969,0.933
L3870,L3993,0.004
L3870,L4000,0.005
L3870,L4035,0.004
L3870,L4044,0.004
L3870,L4079,0.003
L3870,L4115,0.004
L3870,L5614,0.004
L3891,L3918,0.740
L3891,L3923,1.000
L3891,L3929,0.004
L3891,L3946,0.003
L3891,L4000,0.001
L3891,L4030,0.464
L3902,L4030,0.004
L3904,L3929,0.077
L3904,L3996,0.002
L3904,L3998,0.008
L3904,L4030,0.428
L3904,L4035,0.004
L3904,L4056,0.914
L3904,L4103,0.148
L3904,L4110,0.044
L3904,L4115,0.017
L3904,L5614,0.734
L3918,L3925,0.999
L3918,L3941,0.010
L3918,L3969,0.999
L3918,L3988,0.001
L3918,L4000,0.036
L3918,L4035,0.322
L3918,L4110,0.044
L3918,L4115,0.002
L3923,L3929,0.003
L3923,L3993,0.080
L3923,L3998,0.007
L3923,L4035,0.010
L3923,L4103,0.188
L3923,L4110,0.044
L3923,L5614,0.028
L3925,L4103,0.993
L3929,L3941,0.010
L3929,L3943,0.268
L3929,L3945,0.535
L3929,L3988,0.016
L3929,L3993,0.004
L3929,L4002,0.665
L3929,L4035,0.004
L3929,L4044,0.004
L3929,L4047,0.747
L3929,L4079,0.778
L3929,L4093,0.006
L3929,L4115,0.004
L3929,L5614,0.004
L3941,L3998,0.007
L3941,L4030,0.490
L3943,L4030,0.013
L3943,L4056,0.014
L3945,L3976,0.023
L3945,L3993,0.171
L3945,L3996,0.695
L3945,L4030,0.950
L3945,L4103,0.990
L3945,L4110,0.044
L3945,L5614,0.727
L3946,L3993,0.003
L3946,L4035,0.003
L3946,L4044,0.003
L3946,L4091,0.003
L3946,L4093,0.003
L3946,L4115,0.003
L3952,L3976,0.026
L3952,L4091,0.221
L3969,L4091,0.002
L3976,L3993,0.083
L3976,L4079,0.292
L3976,L4110,0.044
L3976,L5614,0.129
L3993,L4091,0.484
L3993,L4093,0.003
L3996,L4002,0.170
L3996,L4047,0.123
L3996,L4079,0.010
L3996,L4110,0.044
L3998,L4000,0.342
L3998,L4079,0.103
L4000,L4056,0.032
L4000,L4110,0.044
L4000,L4115,0.982
L4002,L4091,0.551
L4030,L4079,0.998
L4030,L4094,0.217
L4030,L4110,0.020
L4044,L4093,0.021
L4047,L4103,0.025
L4056,L5614,0.037
L4079,L4093,0.487
L4079,L4103,0.660
L4091,L4110,0.044
L4093,L4110,0.044
L4103,L5614,1.000
L4110,L5614,0.002